code,taux_pauvrete_pre,nom_qp,insee_com,lib_com
QP001001,37.43333333333333,Grande Reyssouze Terre Des Fleurs,1053,Bourg-en-Bresse
QP001002,46.0,Croix Blanche,1053,Bourg-en-Bresse
QP001005,41.266666666666666,Les Courbes De L'Albarine,1004,Ambérieu-en-Bugey
QP001006,40.1,La Plaine - La Forge,1283,Oyonnax
QP001007,38.666666666666664,Pré Des Saules,1031,Bellignat
QP001008,52.333333333333336,Brillat - Savarin,1034,Belley
QP001009,38.699999999999996,Maladière,1262,Montluel
QP002001,47.333333333333336,Europe,02571; 02691,Omissy; Saint-Quentin
QP002002,38.666666666666664,Faubourg D'Isle,2691,Saint-Quentin
QP002003,46.03333333333333,Neuville,2691,Saint-Quentin
QP002004,54.666666666666664,Vermandois,2691,Saint-Quentin
QP002005,48.9,Champ Roland Et Bords De L'Oise,2381,Hirson
QP002006,39.6,Gare Et Verrière,2381,Hirson
QP002007,46.76666666666667,Quartier De L'Artilleur,2304,La Fère
QP002008,51.333333333333336,Roosevelt Rebequet,2738,Tergnier
QP002009,56.86666666666667,Quartier De La Résidence,2173,Chauny
QP002010,48.03333333333333,Montreuil,2408,Laon
QP002011,59.4,Champagne Moulin - Roux,2408,Laon
QP002012,43.666666666666664,Saint-Crépin Ouest,2722,Soissons
QP002013,54.666666666666664,Presles,2722,Soissons
QP002014,65.5,Chevreux,2722,Soissons
QP002015,38.36666666666667,Route De Vivières,2810,Villers-Cotterêts
QP002016,41.4,Blanchard,2168,Château-Thierry
QP002017,46.166666666666664,Vaucrises,2168,Château-Thierry
QP003001,38.800000000000004,Coeur D'Agglo,03095; 03310,Cusset; Vichy
QP003002,41.43333333333334,Les Ailes,3310,Vichy
QP003003,39.56666666666666,Moulins-Sud,3190,Moulins
QP003004,40.76666666666667,Rive Gauche,3185,Montluçon
QP003005,44.1,Fontbouillant,03185; 03211,Montluçon; Prémilhat
QP003006,57.9,Bien-Assis,03101; 03185,Domérat; Montluçon
QP004001,41.300000000000004,Centre Ville - Pigeonnier,4070,Digne-les-Bains
QP004002,35.333333333333336,Centre Ville - Saint-Lazare,4112,Manosque
QP004003,44.333333333333336,Arc Serrets - Plantiers - Aliziers,4112,Manosque
QP005001,34.166666666666664,Haut - Gap,5061,Gap
QP006001,36.06666666666667,Las Planas,6088,Nice
QP006002,41.36666666666667,Coeur De Ville - Hauts De Vallauris,6155,Vallauris
QP006003,31.633333333333336,Ranguin-Frayère,06029; 06030,Cannes; Le Cannet
QP006004,30.03333333333333,Genêts - Oliviers - Saint-Pierre,06029; 06030,Cannes; Le Cannet
QP006005,37.73333333333333,Grand Centre,6069,Grasse
QP006006,38.06666666666667,Les Fleurs De Grasse,6069,Grasse
QP006007,37.06666666666666,La Condamine,6054,Drap
QP006008,29.066666666666666,Centre,6033,Carros
QP006010,45.86666666666667,Les Moulins - Le Point Du Jour,06088; 06123,Nice; Saint-Laurent-du-Var
QP006011,51.36666666666667,Les Sagnes,6088,Nice
QP006012,36.7,Centre,6088,Nice
QP006013,41.5,Paillon,6088,Nice
QP006014,45.0,Ariane - Le Manoir,06088; 06114; 06149,Nice; Saint-André-de-la-Roche; La Trinité
QP006016,44.666666666666664,Centre,6157,Vence
QP007001,46.43333333333334,Le Contrat Ville Des Quartiers D'Avenir D'Aubenas,7019,Aubenas
QP007002,36.666666666666664,Coeur De Ville,7319,Le Teil
QP007003,45.666666666666664,Sud Avenir,7319,Le Teil
QP007004,42.13333333333333,Les Hauts De Ville,7010,Annonay
QP007005,43.699999999999996,Nouvel Horizon,7186,Privas
QP008001,51.63333333333333,Manchester,8105,Charleville-Mézières
QP008002,57.53333333333333,Ronde Couture,8105,Charleville-Mézières
QP008003,48.6,La Houillère,8105,Charleville-Mézières
QP008004,40.233333333333334,La Couronne,8105,Charleville-Mézières
QP008005,47.833333333333336,Torcy Cités,8409,Sedan
QP008006,40.699999999999996,Torcy Centre,8409,Sedan
QP008007,49.833333333333336,Le Lac - Centre Ancien,8409,Sedan
QP008008,44.0,Coeur De Vie,8362,Rethel
QP009001,38.666666666666664,Coeur De Ville,9261,Saint-Girons
QP009002,37.733333333333334,Centre Ancien,9122,Foix
QP009003,40.5,Centre Ancien - La Gloriette,9225,Pamiers
QP010001,43.1,Gare,10387,Troyes
QP010002,35.36666666666667,Bords De Seine,10387,Troyes
QP010003,48.76666666666667,Chantereigne Montvilliers Beau-Toquat,10081; 10265; 10387,La Chapelle-Saint-Luc; Les Noës-près-Troyes; Troyes
QP010004,45.43333333333334,Debussy,10297,Pont-Sainte-Marie
QP010005,47.86666666666667,Maugout,10333,Saint-André-les-Vergers
QP010006,51.699999999999996,Chartreux,10060; 10343; 10387,Bréviandes; Saint-Julien-les-Villas; Troyes
QP010007,60.63333333333333,Jules Guesde,10387,Troyes
QP010008,56.43333333333334,Sénardes,10387,Troyes
QP010009,51.4,Point Du Jour,10387,Troyes
QP010010,53.43333333333334,Quartier Des Lumières - Alfred Boucher,10323,Romilly-sur-Seine
QP011001,41.46666666666667,Quartier Aude,11206,Limoux
QP011002,59.26666666666667,La Conte - Ozanam,11069,Carcassonne
QP011003,64.13333333333334,Le Viguier - Saint-Jacques,11069,Carcassonne
QP011004,40.300000000000004,Bastide Pont-Vieux,11069,Carcassonne
QP011005,47.96666666666667,Fleming La Reille,11069,Carcassonne
QP011006,48.199999999999996,Grazailles,11069,Carcassonne
QP011007,49.800000000000004,Narbonne Ouest,11262,Narbonne
QP011008,42.199999999999996,Narbonne Centre,11262,Narbonne
QP011009,46.9,Narbonne Est,11262,Narbonne
QP011010,43.1,Centre Ville,11203,Lézignan-Corbières
QP012001,42.266666666666666,Quatre Saisons,12176,Onet-le-Château
QP012002,46.86666666666667,La Bastide,12300,Villefranche-de-Rouergue
QP013001,59.199999999999996,Florida Parc,13054,Marignane
QP013002,29.833333333333332,Quartier Centre Ville,13014,Berre-l'Étang
QP013003,34.56666666666666,Saint Henri,13055,Marseille
QP013005,51.6,La Viste,13055,Marseille
QP013006,41.9,Roquecoquille,13027,Châteaurenard
QP013007,53.699999999999996,La Gavotte - Peyret,13106,Septèmes-les-Vallons
QP013008,44.96666666666667,Château Saint Loup,13055,Marseille
QP013009,41.4,La Capelette,13055,Marseille
QP013010,49.43333333333334,Griffeuille,13004,Arles
QP013011,48.199999999999996,Barriol,13004,Arles
QP013012,47.23333333333333,Le Trébon,13004,Arles
QP013013,53.0,Centre Historique - Ferrages,13108,Tarascon
QP013014,33.2,Jas-De-Bouffan,13001,Aix-en-Provence
QP013015,45.26666666666667,Beisson,13001,Aix-en-Provence
QP013016,38.06666666666666,Encagnane,13001,Aix-en-Provence
QP013017,44.300000000000004,Corsy,13001,Aix-en-Provence
QP013018,41.13333333333333,Secteur Centre,13117,Vitrolles
QP013019,34.36666666666667,La Frescoule,13117,Vitrolles
QP013020,34.0,Le Charrel,13005,Aubagne
QP013021,43.76666666666667,Mas de Pouane,13056,Martigues
QP013022,41.6,Notre Dame Des Marins,13056,Martigues
QP013023,33.96666666666666,Canto Perdrix,13056,Martigues
QP013024,42.46666666666667,Les Aigues Douces,13077,Port-de-Bouc
QP013025,33.6,Les Comtes,13077,Port-de-Bouc
QP013027,45.4,Centre Historique,13067,Orgon
QP013028,37.43333333333334,Quartier Béalet-Bessons-Mariélie,13014,Berre-l'Étang
QP013029,52.166666666666664,Les Canourgues,13103,Salon-de-Provence
QP013030,38.166666666666664,La Monaque,13103,Salon-de-Provence
QP013031,40.63333333333333,Centre ville,13054,Marignane
QP013032,51.06666666666666,Centre Ville Canet Arnavaux Jean Jaurès,13055,Marseille
QP013033,40.233333333333334,La Cravache Le Trioulet,13055,Marseille
QP013034,42.233333333333334,La Cayolle,13055,Marseille
QP013035,45.53333333333333,La Sauvagère,13055,Marseille
QP013036,49.833333333333336,Benza,13055,Marseille
QP013037,43.4,Saint Thys,13055,Marseille
QP013038,46.666666666666664,Air Bel,13055,Marseille
QP013039,46.666666666666664,La Rouguière,13055,Marseille
QP013040,49.300000000000004,Valbarelle Néréïdes Bosquet,13055,Marseille
QP013041,35.0,Les Escourtines,13055; 13070,Marseille; La Penne-sur-Huveaune
QP013042,57.9,Malpassé Corot,13055,Marseille
QP013043,41.266666666666666,Balustres Cerisaie,13055,Marseille
QP013044,52.96666666666667,Frais Vallon Le Clos La Rose,13055,Marseille
QP013045,47.800000000000004,Le Petit Séminaire,13055,Marseille
QP013046,51.5,La Marie,13055,Marseille
QP013047,40.93333333333333,Les Olives,13055,Marseille
QP013048,42.9,La Simiane La Paternelle,13055,Marseille
QP013049,55.26666666666667,Bon Secours Les Rosiers Marine Bleue Grand Saint Barthélémy Saint Jérôme,13055,Marseille
QP013050,50.5,Le Castellas Les Micocouliers Saint Joseph,13055,Marseille
QP013051,54.13333333333333,La Castellane La Bricarde Plan D'Aou Saint Antoine,13055,Marseille
QP013052,49.36666666666667,Consolat Ruisseau Mirabeau,13055,Marseille
QP013053,48.76666666666667,La Calade Campagne Lévèque,13055,Marseille
QP013054,59.63333333333333,Les Aygalades,13055,Marseille
QP013055,60.63333333333333,Kalliste La Granière La Solidarité,13055,Marseille
QP013056,60.26666666666667,La Savine,13055,Marseille
QP013057,50.4,Les Tilleuls La Maurelette,13055,Marseille
QP013058,52.56666666666666,La Cabucelle,13055,Marseille
QP013059,40.63333333333333,La Visitation - Bassens,13055,Marseille
QP013060,38.333333333333336,Saint André,13055,Marseille
QP013061,35.1,Le Prépaou,13047,Istres
QP013062,32.13333333333333,La Carraire,13063,Miramas
QP013063,43.03333333333333,La Maille,13063,Miramas
QP013064,34.86666666666667,La Soude Bengale,13055,Marseille
QP013065,35.6,Caillols La Moularde,13055,Marseille
QP014001,43.1,Chemin Vert,14118,Caen
QP014002,45.96666666666667,Grâce De Dieu,14118; 14271,Caen; Fleury-sur-Orne
QP014003,51.6,Guérinière,14118; 14341,Caen; Ifs
QP014004,47.63333333333333,Pierre Heuzé,14118,Caen
QP014005,38.06666666666666,Calvaire Saint Pierre,14118,Caen
QP014007,36.6,Grande Delle - Val - Belles Portes - Grand Parc - Haute Folie,14327,Hérouville-Saint-Clair
QP014008,45.9,Canteloup - Marronniers - Honfleur,14333,Honfleur
QP014009,46.333333333333336,Hauteville,14366,Lisieux
QP015001,41.6,Aurillac Sud,15014,Aurillac
QP016001,53.666666666666664,Basseau - Grande Garenne,16015,Angoulême
QP016002,46.333333333333336,Ma Campagne,16015,Angoulême
QP016003,46.46666666666667,Bel Air - La Grand Font,16015,Angoulême
QP016004,38.800000000000004,L'Etang Des Moines,16113,La Couronne
QP016005,52.833333333333336,Champ De Manoeuvre,16374,Soyaux
QP016006,51.23333333333333,Crouin,16102,Cognac
QP017001,39.166666666666664,Mireuil,17300,La Rochelle
QP017002,43.73333333333333,Villeneuve-Les-Salines,17300,La Rochelle
QP017003,53.46666666666667,Bellevue - Boiffiers,17415,Saintes
QP017004,36.23333333333333,Centre Ville - Avant-Garde,17299,Rochefort
QP017005,47.9,Le Petit Marseille,17299,Rochefort
QP017006,36.93333333333334,Eco quartier l'Yeuse-La Robinière,17306,Royan
QP017007,35.6,Port-Neuf,17300,La Rochelle
QP018001,46.93333333333334,Bourges Nord,18033,Bourges
QP018002,44.96666666666667,Val D'Auron - Bourges,18033,Bourges
QP018003,42.199999999999996,Le Vernet - Saint Amand Montrond,18197,Saint-Amand-Montrond
QP018004,47.93333333333334,Clos Du Roy - Centre Ville - Vierzon,18279,Vierzon
QP019001,41.266666666666666,Rivet,19031,Brive-la-Gaillarde
QP019002,43.1,Tujac,19031,Brive-la-Gaillarde
QP019003,38.9,Les Chapélies,19031,Brive-la-Gaillarde
QP021002,37.96666666666667,Le Mail,21166,Chenôve
QP021003,38.300000000000004,Fontaine D'Ouche,21231,Dijon
QP021004,44.43333333333334,Les Grésilles,21231,Dijon
QP021005,39.46666666666667,Le Bief Du Moulin,21355,Longvic
QP021006,36.1,Le Belvédère,21617,Talant
QP022001,40.63333333333333,Ar Santé - Les Fontaines,22113,Lannion
QP022002,40.800000000000004,Ker Uhel,22113,Lannion
QP022004,41.1,Croix Saint-Lambert - Ville Oger,22278,Saint-Brieuc
QP022005,47.300000000000004,Le Plateau - Europe - Balzac,22278,Saint-Brieuc
QP022006,39.166666666666664,Point Du Jour,22278,Saint-Brieuc
QP022007,47.0,La Fontaine Des Eaux,22050,Dinan
QP023001,42.76666666666667,L'Albatros,23096,Guéret
QP024001,37.43333333333333,Rive Gauche,24037,Bergerac
QP024002,37.5,Quartier Des Deux Rives,24037,Bergerac
QP024003,37.06666666666666,Quartier Nord,24037,Bergerac
QP024004,51.300000000000004,Chamiers,24138,Coulounieix-Chamiers
QP024005,44.0,La Boucle De L'Isle,24138; 24322,Coulounieix-Chamiers; Périgueux
QP025001,30.733333333333334,Le Grand Longs Traits,25462,Pontarlier
QP025003,45.53333333333333,Orchamps - Palente,25056,Besançon
QP025004,47.13333333333333,Planoise,25056,Besançon
QP025005,39.5,Montrapon,25056,Besançon
QP025006,44.23333333333333,Clairs Soleils,25056,Besançon
QP025007,46.800000000000004,Les Champs Montants,25031,Audincourt
QP025008,42.13333333333333,Champvallon,25057,Bethoncourt
QP025009,47.699999999999996,Les Fougères,25284,Grand-Charmont
QP025010,43.53333333333333,Chiffogne,25388,Montbéliard
QP025011,42.63333333333333,Petite Hollande,25388,Montbéliard
QP025012,36.13333333333333,Les Evoironnes,25547,Sochaux
QP025013,44.56666666666666,Les Buis,25580,Valentigney
QP026001,38.03333333333334,Centre Ancien,26281,Romans-sur-Isère
QP026002,54.699999999999996,Quartiers Ouest,26198,Montélimar
QP026003,38.666666666666664,Nocaze,26198,Montélimar
QP026004,39.766666666666666,Centre Ancien,26198,Montélimar
QP026005,57.166666666666664,Quartier Est,26281,Romans-sur-Isère
QP026006,51.6,Polygone,26362,Valence
QP026007,48.56666666666666,Les Hauts De Valence,26362,Valence
QP026008,40.63333333333333,Valensoles,26362,Valence
QP026009,35.9,Chamberlière,26362,Valence
QP026010,42.166666666666664,Le Roc,26235,Pierrelatte
QP026011,36.233333333333334,Coeur De Loriol,26325,Saint-Rambert-d'Albon
QP026012,52.199999999999996,Clairval,26166,Loriol-sur-Drôme
QP027001,44.76666666666667,Valmeux - Blanchères,27681,Vernon
QP027002,50.833333333333336,Boutardes,27681,Vernon
QP027003,55.1,La Madeleine,27229,Évreux
QP027004,55.23333333333333,Nétreville,27229,Évreux
QP027005,42.5,Navarre,27229,Évreux
QP027006,47.23333333333333,Maison-Rouge,27375,Louviers
QP027007,47.699999999999996,Acacias - La Londe - Les Oiseaux,27375,Louviers
QP027008,44.76666666666667,Centre Ville,27701,Val-de-Reuil
QP027009,36.733333333333334,Le Bourg Le Comte,27056,Bernay
QP027010,38.56666666666666,L'Europe,27467,Pont-Audemer
QP027011,36.9,La Passerelle,27467,Pont-Audemer
QP028001,37.93333333333333,Les Vauvettes,28404,Vernouillet
QP028002,44.666666666666664,Quartier Des Clos,28085,Chartres
QP028003,45.43333333333334,Vieux Puits,28218,Lucé
QP028004,37.13333333333333,Bruxelles - Arcades - Béguines,28218,Lucé
QP028005,51.699999999999996,Tallemont - Bretagne,28229,Mainvilliers
QP028006,48.23333333333333,Les Bâtes Tabellionne,28134; 28404,Dreux; Vernouillet
QP028007,38.56666666666667,Les Rochelles - Barthou,28134,Dreux
QP028008,54.1,Dunant - Kennedy,28134,Dreux
QP028009,48.833333333333336,Camus - Schweitzer,28088,Châteaudun
QP028010,47.43333333333334,Le Val,28280,Nogent-le-Rotrou
QP029001,46.26666666666667,Kerandon,29039,Concarneau
QP029002,38.699999999999996,Kermoysan,29232,Quimper
QP029003,45.199999999999996,Kerourien,29019,Brest
QP029004,34.53333333333333,Bellevue,29019,Brest
QP029005,41.06666666666667,Keredern,29019,Brest
QP029006,44.333333333333336,Lambezellec Bourg,29019,Brest
QP029007,43.6,Pontanezen,29019,Brest
QP029008,39.733333333333334,Queliverzan Pontaniou,29019,Brest
QP029009,46.0,Kerangoff Loti,29019,Brest
QP02A001,42.0,Pifano,2A247,Porto-Vecchio
QP02A002,29.3,Salines,2A004,Ajaccio
QP02B001,35.666666666666664,Quartier Sud,2B033,Bastia
QP02B002,39.699999999999996,Centre Ancien,2B033,Bastia
QP030001,46.199999999999996,Près Saint Jean - Cévennes - Tamaris - Cauvel-la Royale - Rochebelle - Centre ville,30007,Alès
QP030002,41.9,Centre Ville,30010,Anduze
QP030003,67.8,Pissevin - Valdegour,30189,Nîmes
QP030004,44.5,Gambetta-Richelieu,30189,Nîmes
QP030005,59.36666666666667,Chemin-Bas D'Avignon - Clos D'Orville,30189,Nîmes
QP030006,54.26666666666667,Mas De Mingue,30189,Nîmes
QP030007,36.36666666666667,Route De Beaucaire,30189,Nîmes
QP030008,49.06666666666666,Némausus-Jonquilles - Haute Magaille - Oliviers,30189,Nîmes
QP030009,55.23333333333333,Sabatot - Centre Ancien,30258,Saint-Gilles
QP030010,52.199999999999996,Escanaux - Coronelle - Citadelle - Vigan Braquet,30028,Bagnols-sur-Cèze
QP030011,44.06666666666666,Centre Ville,30202,Pont-Saint-Esprit
QP030012,46.300000000000004,La Moulinelle,30032,Beaucaire
QP030013,47.0,Centre Ville,30032,Beaucaire
QP030014,44.1,L'Ecusson,30227,Saint-Ambroix
QP030015,50.86666666666667,Les Costières,30341,Vauvert
QP030016,45.333333333333336,Centre Ville - Arboux,30051; 30132; 30307,Branoux-les-Taillades; La Grand-Combe; Les Salles-du-Gardon
QP030017,56.666666666666664,Trescol - La Levade,30051; 30132; 30307,Branoux-les-Taillades; La Grand-Combe; Les Salles-du-Gardon
QP030018,38.03333333333333,Quartier Prioritaire D'Uzès,30334,Uzès
QP031001,35.9,Saint Jean,31395,Muret
QP031002,32.13333333333333,Centre Ouest,31395,Muret
QP031003,35.333333333333336,Coeur De Ville,31483,Saint-Gaudens
QP031004,41.1,Barradels,31069,Blagnac
QP031005,33.333333333333336,Val D'Aran - Poitou - Pyrénées,31149,Colomiers
QP031006,41.333333333333336,Pradettes,31555,Toulouse
QP031007,46.6,Grand Mirail,31555,Toulouse
QP031008,32.53333333333334,Arènes,31555,Toulouse
QP031010,42.9,Empalot,31555,Toulouse
QP031011,39.63333333333333,Les Izards - La Vache,31555,Toulouse
QP031012,37.333333333333336,Cépière Beauregard,31555,Toulouse
QP031013,28.366666666666664,Saint Exupéry,31555,Toulouse
QP031014,36.0,Soupetard,31555,Toulouse
QP031016,36.833333333333336,En Jacca,31149,Colomiers
QP031017,34.333333333333336,Vivier Maçon,31157,Cugnaux
QP031019,33.4,La Gloire,31555,Toulouse
QP032001,51.36666666666667,Grand Garros,32013,Auch
QP033001,33.06666666666667,Quartier Champ De Course,33069; 33162,Le Bouscat; Eysines
QP033002,31.53333333333333,Yser - Pont De Madame,33281,Mérignac
QP033003,37.166666666666664,Quartier Du centre,33138,Coutras
QP033004,40.666666666666664,Quartier Bourg,33324; 33402,Pineuilh; Sainte-Foy-la-Grande
QP033005,35.03333333333333,Quartier De L'Avenir,33032,Bassens
QP033006,32.43333333333334,Carle Vernet -Terres Neuves,33039; 33063,Bègles; Bordeaux
QP033007,50.4,Le Lac,33063,Bordeaux
QP033008,34.63333333333333,Saint-Michel,33063,Bordeaux
QP033009,44.166666666666664,Benauge - Henri Sellier - Léo Lagrange,33063; 33119,Bordeaux; Cenon
QP033010,31.96666666666667,Grand-Parc,33063,Bordeaux
QP033011,36.166666666666664,Bacalan,33063,Bordeaux
QP033012,39.333333333333336,Palmer - Saraillère - 8 Mai 45 - Dravemont,33119; 33167,Cenon; Floirac
QP033013,36.4,Grand Caillou,33162,Eysines
QP033014,34.300000000000004,Jean-Jaurès,33167,Floirac
QP033015,33.73333333333333,Barthez,33192,Gradignan
QP033016,38.266666666666666,Carriet,33249,Lormont
QP033017,40.333333333333336,Génicart Est,33249,Lormont
QP033018,31.599999999999998,Alpilles-Vincennes-Bois Fleuri,33249,Lormont
QP033019,34.0,Beaudésert,33281,Mérignac
QP033020,36.03333333333333,Châtaigneraie - Arago,33318,Pessac
QP033021,34.699999999999996,Saige,33318,Pessac
QP033022,35.93333333333333,Thouars,33522,Talence
QP033023,28.25,Paty Monmousseau,33039,Bègles
QP034001,54.9,Centre Ville,34032,Béziers
QP034002,53.4,Iranget Grangette,34032,Béziers
QP034003,61.6,Devèze,34032,Béziers
QP034004,36.699999999999996,Celleneuve,34172,Montpellier
QP034005,58.1,Mosson,34172,Montpellier
QP034006,57.699999999999996,Petit Bard Pergola,34172,Montpellier
QP034007,44.866666666666674,Pas Du Loup - Val De Croze,34172,Montpellier
QP034008,47.5,Cévennes,34172,Montpellier
QP034009,50.73333333333333,Gély,34172,Montpellier
QP034010,42.6,Figuerolles,34172,Montpellier
QP034011,34.766666666666666,Lemasson,34172,Montpellier
QP034012,38.766666666666666,Près D'Arènes,34172,Montpellier
QP034013,38.6,Pompignane,34172,Montpellier
QP034014,43.63333333333333,Aiguelongue,34172,Montpellier
QP034016,43.53333333333333,Les Deux Pins,34108,Frontignan
QP034017,60.76666666666667,Ile De Thau,34301,Sète
QP034018,40.46666666666667,Centre Ville - Ile Sud,34301,Sète
QP034019,45.36666666666667,Centre Ville,34003,Agde
QP034020,38.23333333333333,Centre Ville,34028,Bédarieux
QP034021,46.56666666666666,Centre Et Périphérie,34145,Lunel
